,Title,Year,Rated,Release Date,Runtime,Genre,Director,Writer,Actors,Plot,imdbRating,imdbVotes,ID,Season,Episode
189,The Maternal Combustion,2015,TV-14,30 Apr 2015,19 min,"Comedy, Romance",Anthony Rich,"Chuck Lorre (created by), Bill Prady (created by), Chuck Lorre (teleplay), Jim Reynolds (teleplay), Maria Ferrari (teleplay), Steven Molaro (story), Tara Hernandez (story), Jeremy Howe (story), Tara Hernandez (executive story editor), Jeremy Howe (executive story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Both Leonard and Sheldon's mothers are coming to town to see them win an award for their joint research. The two diametrically opposed in viewpoint mothers have never met each other before. Their arrival places an interesting dynamic not only with each other, but in their dealings with Leonard, Sheldon and Penny individually and as a group. They each may gain some insight into their collective lives in the process. Meanwhile, Bernadette feels like she is mother to three children in the form of Howard, Stuart and Raj, almost like she has to channel the role that Debbie played. Especially for Howard, it's not a role he wanted his wife to be. Can Howard step up to the plate to be more the husband that he feels he should be for Bernadette?",7.6,1430,tt3862734,8,23
186,The Fortification Implementation,2015,TV-14,09 Apr 2015,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Maria Ferrari (teleplay), Jim Reynolds (story), Saladin K. Patterson (story), Tara Hernandez (story), Tara Hernandez (executive story editor), Jeremy Howe (executive story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Howard meets the half-brother he never knew he had. Penny is invited to appear on Wil Wheaton's podcast.,7.6,1423,tt3862726,8,20
185,The Skywalker Incursion,2015,TV-PG,02 Apr 2015,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Maria Ferrari (teleplay), Jim Reynolds (story), Tara Hernandez (story), Jeremy Howe (story), Tara Hernandez (executive story editor), Jeremy Howe (executive story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","When Leonard and Sheldon are invited to speak at UC Berkeley, they take a detour to try and meet one of their idols. Meanwhile, while cleaning out Mrs. Wolowitz's house, a ping pong battle ensues when Howard and Bernadette argue over the fate of his TARDIS.",7.6,1401,tt3862724,8,19
208,The Application Deterioration,2016,TV-14,10 Mar 2016,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steve Holland (teleplay), Jim Reynolds (teleplay), Maria Ferrari (teleplay), Steven Molaro (story), Eric Kaplan (story), Adam Faberman (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Leonard, Sheldon, and Howard run into problems when they file for a patent for their infinite persistence gyroscope. Meanwhile, the girls give Raj dating advice when Emily reaches out to him after their breakup.",7.6,1359,tt5497250,9,18
205,The Valentino Submergence,2016,TV-PG,11 Feb 2016,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steve Holland (teleplay), Eric Kaplan (teleplay), Jeremy Howe (teleplay), Steven Molaro (story), Jim Reynolds (story), Tara Hernandez (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Sheldon and Amy host a Valentine's Day episode of ""Fun with Flags"", Leonard and Penny grapple with getting older, Howard and Bernadette find a surprise in their hot tub and Raj is torn between Emily and Claire.",7.6,1355,tt5341496,9,15
209,The Solder Excursion Diversion,2016,TV-14,31 Mar 2016,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Saladin K. Patterson (teleplay), Bill Prady (story), Eric Kaplan (story), Maria Ferrari (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Amy is shocked at a revelation from Sheldon after she buys him a new laptop. Meanwhile, Raj sells out Leonard and Howard after they lie to their wives in order to attend an early screening of a movie.",7.6,1236,tt5522908,9,19
211,The Viewing Party Combustion,2016,TV-PG,21 Apr 2016,18 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Tara Hernandez (teleplay), Eric Kaplan (story), Maria Ferrari (story), Jeremy Howe (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Leonard's mad at Sheldon for having to attend yet another ""useless"" quarterly roommate agreement meeting, on which Penny falls on Sheldon's side in wanting to keep the peace. Sheldon's mad at Amy for siding with Leonard against him and Penny as she admits she never liked to attend girlfriend agreement meetings. Howard's mad at Raj for continually flaunting the fact that he is dating both Emily and Claire all in form of complaining how difficult it all is. All these disagreements have the potential to come to a head when the gang gets together to watch the latest episode of Game of Thrones (2011) as Stuart is the brunt of yet another prank by Howard, and as further revelations emerge about why Amy sided with Leonard against Sheldon and Penny, and about where Bernadette falls into the complicated relationship between Howard and Raj.",7.6,1143,tt5586050,9,21
212,The Fermentation Bifurcation,2016,TV-PG,28 Apr 2016,20 min,"Comedy, Romance",Nicole Lorre,"Chuck Lorre (created by), Bill Prady (created by), Chuck Lorre (teleplay), Steve Holland (teleplay), Tara Hernandez (teleplay), Steven Molaro (story), Jim Reynolds (story), Anthony Del Broccolo (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Penny has received tickets to a wine tasting, and has invited all her friends to go with her. Everyone accepts except Sheldon, who has no interest, and Bernadette, who can't drink since she's pregnant. So Sheldon suggests that when everyone else is at the wine tasting, he and Bernadette spend time together doing things for that he normally likes to do and that Bernadette is reduced to now only being able to do since she's pregnant. Bernadette reluctantly accepts Sheldon's invitation. She ends up being surprised by their time together. At the wine tasting, the gang runs into Zack, Penny's old boyfriend who she hasn't seen since before she and Leonard got married. Zack's simplistic way of looking at the world makes for an uncomfortable evening for Leonard, Howard and Raj, the first two who reevaluate working on their prototype for the guidance system, and Raj who is trying to play it overly casual with his date for the evening, Claire, upon her first meeting with his friends.",7.6,1111,tt5597958,9,22
223,The Geology Elevation,2016,TV-PG,17 Nov 2016,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steve Holland (teleplay), Jim Reynolds (teleplay), Jeremy Howe (teleplay), Chuck Lorre (story), Eric Kaplan (story), Maria Ferrari (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Sheldon can't contain his jealousy when Bert from the Geology Department wins the MacArthur Genius Grant. A toy Howard finds faces judgment by everyone.,7.6,1105,tt6214960,10,9
225,The Birthday Synchronicity,2016,TV-14,15 Dec 2016,20 min,"Comedy, Romance",Nicole Lorre,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Eric Kaplan (teleplay), Tara Hernandez (teleplay), Chuck Lorre (story), Steve Holland (story), Maria Ferrari (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","It's around midnight. Bernadette has gone into labor, with Howard, Raj and Stuart rushing her to the hospital. News of the labor makes its way back to their friends. It's the start of Amy's birthday, the news of the labor which interrupts Sheldon's annual gift of birthday coitus. Beyond Amy looking forward to this annual event, other items beyond the labor may make it more difficult for both Sheldon and Amy to get back into the mood. A baby coming into the world and the fact of Amy's birthday gift lead to Leonard and Penny thinking they too should have sex, which is dependent upon Leonard being able to find some things, including his breath. And in the process of the evening, Raj does something which may place him in Howard and Bernadette's bad books for the evening if not longer. Raj, feeling depressed about putting nine months into being there for Howard and Bernadette and potentially missing the birth, leads to he being shuttled between friends, who may or may not want to help him get out of his funk.",7.6,1051,tt6255770,10,11
241,The Proposal Proposal,2017,TV-14,25 Sep 2017,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steve Holland (teleplay), Maria Ferrari (teleplay), Tara Hernandez (teleplay), Chuck Lorre (story), Eric Kaplan (story), Jeremy Howe (story), Adam Faberman (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Amy has trouble deciding whether or not she should marry Sheldon. Meanwhile, Bernadette confides in Penny when she finds out some huge news.",7.6,912,tt6673774,11,1
231,The Comic-Con Conundrum,2017,TV-14,23 Feb 2017,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Maria Ferrari (teleplay), Eric Kaplan (story), Saladin K. Patterson (story), Tara Hernandez (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Sheldon, Leonard and Howard are looking over Raj's finances now that he has made the decision not to live off of his father. Despite Raj holding a good and steady job, his finances are not good. Raj and Sheldon enter into an agreement that Sheldon will be Raj's financial manager, Raj, who needs the discipline, not being able to spend on anything without Sheldon's okay. It isn't until they enter into the agreement that Sheldon reminds Raj that Comic-Con tickets go on sale at the end of the week, Sheldon who will not allow Raj to go, which will be the first Comic-Con Raj will not be going to with the rest of his friends. Sheldon relents and lets Raj go, only if he can raise the money, which is not that easy a task for someone who has never done anything specifically for money. Meanwhile, Penny is going to Comic-Con this year in an effort for she and Leonard to do things together that Leonard likes. In reality, Leonard doesn't want Penny to go, he doing anything he can on the sly to dissuade her. What he doesn't know is that Penny doesn't want to go, she holding steadfast to going if only to please Leonard. And Howard has to negotiate with Bernadette on going now that they are parents. The negotiation doesn't go quite the way Howard anticipates, he needing to keep to his casual words if he has any hope of going.",7.6,869,tt6527026,10,17
103,The Speckerman Recurrence,2011,TV-14,08 Dec 2011,20 min,"Comedy, Romance",Anthony Rich,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Eric Kaplan (teleplay), Anthony Del Broccolo (teleplay), Chuck Lorre (story), Bill Prady (story), Steve Holland (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Leonard confronts the man who bullied him in high school, while Penny realizes she did her fair share of tormenting in the past.",7.5,1851,tt2119890,5,11
171,The Focus Attenuation,2014,TV-14,13 Oct 2014,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Eric Kaplan (teleplay), Steve Holland (teleplay), Jim Reynolds (story), Maria Ferrari (story), Adam Faberman (story), Tara Hernandez (executive story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","The girls head to Las Vegas, while the guys try to invent something cool, but only come up with new ways to procrastinate.",7.5,1821,tt3811816,8,5
175,The Septum Deviation,2014,TV-PG,13 Nov 2014,20 min,"Comedy, Romance",Anthony Rich,"Chuck Lorre (created by), Bill Prady (created by), Eric Kaplan (teleplay), Steve Holland (teleplay), Tara Hernandez (teleplay), Steven Molaro (story), Bill Prady (story), Maria Ferrari (story), Tara Hernandez (executive story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Sheldon panics when Leonard announces he has to go into the hospital for surgery. Raj discovers his parents have divorced.,7.5,1658,tt3823248,8,9
192,The Separation Oscillation,2015,TV-14,28 Sep 2015,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Chuck Lorre (teleplay), Jim Reynolds (teleplay), Maria Ferrari (teleplay), Steven Molaro (story), Steve Holland (story), Tara Hernandez (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Leonard and Penny try to work through their marital issues. Meanwhile, Sheldon films a special episode of ""Fun with Flags"" after his breakup with Amy, and Bernadette feels guilty about withholding a secret from Penny.",7.5,1642,tt4938690,9,2
179,The Anxiety Optimization,2015,TV-14,29 Jan 2015,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Jim Reynolds (teleplay), Steve Holland (teleplay), Tara Hernandez (teleplay), Eric Kaplan (story), Maria Ferrari (story), Adam Faberman (story), Tara Hernandez (executive story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","When Sheldon becomes stuck in a rut with his work, the gang try to help him by raising his stress levels. Howard teases Raj with a game called ""Emily or Cinnamon.""",7.5,1538,tt3862708,8,13
194,The 2003 Approximation,2015,TV-14,12 Oct 2015,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Maria Ferrari (teleplay), Tara Hernandez (teleplay), Chuck Lorre (story), Steve Holland (story), Eric Kaplan (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Leonard and Penny finally move in together leaving Sheldon very upset with this big change in his life and wishing he could go back to a time when he had no emotions in 2003 before he met Leonard. Raj, Howard and Stuart attempt to form a band.",7.5,1517,tt4995126,9,4
207,The Celebration Experimentation,2016,TV-PG,25 Feb 2016,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Tara Hernandez (teleplay), Chuck Lorre (story), Eric Kaplan (story), Jeremy Howe (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",The gang convince Sheldon to celebrate his birthday and throw him a party.,7.5,1412,tt5436356,9,17
195,The Perspiration Implementation,2015,TV-PG,19 Oct 2015,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Jim Reynolds (teleplay), Saladin K. Patterson (teleplay), Chuck Lorre (story), Eric Kaplan (story), Maria Ferrari (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Bernadette, through a gift to Howard, indirectly gets Leonard and thus the guys to think about getting more exercise in their lives. All things considered, they decide to attend a fencing class led by Barry Kripke, largely so that they can become swashbucklers like their movie heroes without having to break too much of a sweat. Beyond learning the technical aspects of fencing, the guys try to place their own sensibilities on the proceedings, while Kripke himself decides to act upon some information he learns in the class. Meanwhile, Stuart asks Penny, Amy and Bernadette for advice on how to attract more female customers to the comic book store. Stuart may not fully comprehend what they, especially Penny, tell him, as partly demonstrated through a comment he makes to Amy.",7.5,1402,tt5027380,9,5
202,The Sales Call Sublimation,2016,TV-14,07 Jan 2016,18 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Maria Ferrari (teleplay), Anthony Del Broccolo (teleplay), Steve Holland (story), Jim Reynolds (story), Saladin K. Patterson (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","With Amy away at a convention, Sheldon hangs out with the friend with ""the best offer"", which happens to be Raj who has time booked in the telescope room searching for rogue planets. While Raj initially regrets asking Sheldon to join him, Sheldon does become a useful participant in the process. However, the successful result of their time may cause further problems down the road for the two of them. Meanwhile, Penny is having problems trying to arrange a business appointment to meet with a psychiatrist named Dr. Gallo. Penny is able to convince Leonard to book an appointment with Dr. Gallo pretending to be a patient to lay the groundwork for getting Penny an appointment. Leonard and Penny's resulting time with Dr. Gallo may have deeper implications than they would have imagined. And just as Howard and Bernadette are beginning the process of remodeling the house, Stuart gives them the news that he has found an apartment and will be moving out. Despite Stuart being a thorn in their sides, Howard and Bernadette may get the feeling of being empty nesters once Stuart is truly gone.",7.5,1339,tt5273742,9,12
203,The Empathy Optimization,2016,TV-PG,14 Jan 2016,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Saladin K. Patterson (teleplay), Chuck Lorre (story), Eric Kaplan (story), David Goetsch (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Leonard, Penny, Howard, Bernadette, Raj and Emily are all mad at Sheldon because while they all tried to help and comfort him when he had the flu, he treated them all insensitively. Not knowing what he did wrong, Sheldon doesn't understand why they aren't all happy that he is now well. Still angered because of Sheldon's attitude, the six believe they need some away time from him and decide to rent a party bus for a trip to Las Vegas without him. When Sheldon finds out, he wants to go on the trip despite not liking Vegas, yet he still doesn't understand why they haven't invited him. In Skyping to Amy who is still in Detroit on her conference, Sheldon may begin truly to understand from her that he needs to show some true empathy in apologizing to their friends. Although he believes he has worked out scientifically how to be truly empathetic and mean it, he has to convince all six of them that he is being genuine in his apology for them to forgive him and perhaps let him join the party, those six ""I forgive you""s which may be a tall order. The situation gets even more complicated with a seventh person thrown into the mix.",7.5,1329,tt5273740,9,13
210,The Big Bear Precipitation,2016,TV-14,07 Apr 2016,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Jim Reynolds (teleplay), Chuck Lorre (story), David Goetsch (story), Tara Hernandez (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Secrets are revealed when Amy and Sheldon join Penny and Leonard on a weekend cabin trip. Raj is more excited about Howard's and Bernadette's impending parenthood than they are.,7.5,1210,tt5586046,9,20
220,The Fetal Kick Catalyst,2016,TV-14,27 Oct 2016,18 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Saladin K. Patterson (teleplay), Anthony Del Broccolo (teleplay), Steve Holland (story), Tara Hernandez (story), Jeremy Howe (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Sheldon and Amy host a brunch. Penny is surprised by her popularity when her movie, Serial Apeist, is featured at a Van Nuys comic book convention.",7.5,1160,tt5825290,10,6
213,The Line Substitution Solution,2016,TV-PG,05 May 2016,18 min,"Comedy, Romance",Anthony Rich,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Eric Kaplan (teleplay), Maria Ferrari (teleplay), Steve Holland (story), Saladin K. Patterson (story), Tara Hernandez (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Leonard's mother has come for a visit. While Leonard wants to avoid her at all cost, Penny wants truly to bond with her despite the less than happy relationship Leonard has with her. So it's good timing for Leonard when Raj mentions that there is a special screening of The Avengers (2012) that he wants them all to go to. While Leonard and Howard are up for the evening out to the cinema, Sheldon doesn't want them to go without him, he who promised Amy he would go shopping with her at that time. When Leonard tells him that he can still go shopping with Amy and that they will save him a spot in line, Sheldon balks at the notion, not believing in ""cutsies"", that is until they mention that people nowadays are hired to do a number of unusual things, such as stand in line for others. Who Sheldon hires is Stuart, but not quite in the way they all had in mind. Regardless, Stuart relishes what looks to be his newfound wealth from these ""person for hire"" type tasks, while Sheldon still will not tolerate the notion of cutting in line in what he sees as its truest form. With the guys at the movie, Penny decides to invite Amy and Bernadette over for a dinner with Beverley. Penny is hoping that Amy and Bernadette, being more intellectually like Beverley, will help her smooth the way with her new mother-in-law. It ends up being a more difficult task for Penny than she had hoped, but it's an unexpected admission by Beverley which may truly open the lines of communication between the Hofstadter women.",7.5,1145,tt5597960,9,23
219,The Hot Tub Contamination,2016,TV-PG,17 Oct 2016,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steve Holland (teleplay), Eric Kaplan (teleplay), Jim Reynolds (teleplay), Chuck Lorre (story), Maria Ferrari (story), Tara Hernandez (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Sheldon and Amy are hitting obstacles in their five week cohabitation experiment, as Amy cannot put up with many of Sheldon's rigid rules, about which he will not negotiate. With their relationship on the line, Sheldon issues Amy with what he considers the ultimate threat, however unrealistic the threat may be. So Penny talks to Sheldon and Leonard talks to Amy in the Hofstadters' want for the relationship to work so that Sheldon will not move back in with them. While Leonard tries to counsel Amy from his perspective of the former roommate, Penny and Sheldon end up comparing notes. But both Penny and Leonard know their primary mission, which they may or may not be able to accomplish with their advice. Meanwhile, Howard and Bernadette have decided to take a short vacation to Palm Springs as their last getaway as a couple before the baby arrives. However with Bernadette suffering from morning sickness, Howard suggests they have a staycation instead. In the process, they discover some information about their friends while also discovering what happens around their house whenever they're not supposed to be there.",7.5,1060,tt6077690,10,5
224,The Property Division Collision,2016,TV-14,01 Dec 2016,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Maria Ferrari (teleplay), Tara Hernandez (teleplay), Steve Holland (story), Bill Prady (story), David Goetsch (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Amy tells Sheldon they need to remove some of Penny's things and bring some of his from the old apartment. Sheldon goes there and takes practically everything with no regard for Leonard. He tells Leonard to pick something he wants and what he picks is something Sheldon holds dear. So in retaliation he does things like change the wifi password and rent out his room to a homeless guy. Stuart tells Howard and Bernadette that he was evicted and would like to stay with them. Bernadette reluctantly lets him. Raj is upset that Stuart is doing the things he normally does.,7.5,1019,tt6255718,10,10
177,The Clean Room Infiltration,2014,TV-PG,11 Dec 2014,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Eric Kaplan (teleplay), Jim Reynolds (teleplay), Steve Holland (teleplay), Maria Ferrari (story), Tara Hernandez (story), Jeremy Howe (story), Tara Hernandez (executive story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Raj can't host this year's Christmas Eve dinner party because his soon to be divorced father is coming for a visit. So Amy volunteers to host the dinner, she choosing the theme of a traditional Victorian Christmas. Raj and Dr. Koothrappali are nonetheless invited. The day of the party, Leonard and Howard, working on an experiment in the clean room, are detained and require Raj's help when an accident causes the clean room to be not so clean. They have to figure out what to do, the three ultimately deciding that the blame falls on one person, who has a sense of déjà vu for the remainder of the evening and as they deal with the issue. Bernadette is driving Sheldon to Amy's. Irked that Amy would agree to host a dinner that he wants no part of, Sheldon tries to figure out a way to get back at Amy. That leaves Amy, Penny and Dr. Koothrappali alone at the party, which is dominated by Dr. Koothrappali's less than positive current view of marriage, and Amy's focus on making everything as traditionally Victorian as possible.",7.4,1550,tt3823252,8,11
184,The Leftover Thermalization,2015,TV-PG,12 Mar 2015,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Eric Kaplan (teleplay), Jim Reynolds (teleplay), Steve Holland (teleplay), Steven Molaro (story), Maria Ferrari (story), Jeremy Howe (story), Tara Hernandez (executive story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Tension arises when a magazine fails to mention Leonard in an article about the paper he co-wrote with Sheldon, and a blackout at Mrs. Wolowitz's home leads to a final family dinner in her honor.",7.4,1483,tt3862722,8,18
188,The Graduation Transmission,2015,TV-PG,23 Apr 2015,19 min,"Comedy, Romance",Anthony Rich,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Eric Kaplan (teleplay), Chuck Lorre (story), David Goetsch (story), Anthony Del Broccolo (story), Tara Hernandez (executive story editor), Jeremy Howe (executive story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Howard questions his engineering abilities when he and Sheldon can't get a toy drone to fly. A cancelled flight nearly prevents Leonard from giving the commencement address at his former high school. Raj pits his parents against each other when his father cuts him off financially.,7.4,1471,tt3862732,8,22
206,The Positive Negative Reaction,2016,TV-14,18 Feb 2016,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Maria Ferrari (teleplay), Eric Kaplan (story), Jim Reynolds (story), Saladin K. Patterson (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Bernadette reveals her pregnancy to Howard and the rest of the gang.,7.4,1425,tt5376678,9,16
216,The Military Miniaturization,2016,TV-PG,26 Sep 2016,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Maria Ferrari (teleplay), Chuck Lorre (story), Eric Kaplan (story), Jim Reynolds (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Howard is visited by an Air Force colonel regarding his invention. Penny accidentally lets it slip to her co-workers Bernadette's secret that she is pregnant.,7.4,1279,tt5973910,10,2
226,The Holiday Summation,2017,TV-PG,05 Jan 2017,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steve Holland (teleplay), Maria Ferrari (teleplay), Jeremy Howe (teleplay), Steven Molaro (story), Eric Kaplan (story), Tara Hernandez (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","It's early January, 2017, and Leonard and Penny are hosting a regular dinner for their friends, the first time they've gotten together since the holidays. Each group has a story to tell which marred their holidays. Sheldon and Amy went to Texas to spend the holidays with Mary. Their issue revolves around the fact that, on Amy's initiative, they told fundamentalist Christian Mary about their cohabitation outside of wedlock. It is not only Mary's reaction to the news that has Sheldon irked, but also a secret that Amy divulges about that news. Leonard and Penny's story revolves around the day they ended up purchasing their Christmas tree, issues around which placed a pall on everything else that happened that day. And in the collective Wolowitz-Rostenkowski-Bloom household with Koothrappali thrown into the mix, they are still getting used to having baby Halley in their lives and the lack of sleep that she causes, especially in trying to get her to stop crying. It's not only the crying that is the issue, but also what, or more specifically who, can stop her from doing so.",7.4,1039,tt6320950,10,12
245,The Collaboration Contamination,2017,TV-PG,23 Oct 2017,19 min,"Comedy, Romance",Nicole Lorre,"Chuck Lorre (created by), Bill Prady (created by), David Goetsch (teleplay), Maria Ferrari (teleplay), Jeremy Howe (teleplay), Steven Molaro (story), Steve Holland (story), Eric Kaplan (story), Adam Faberman (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Amy and Howard work in the lab together causing Sheldon, Bernadette and Raj to feel jealous and lonely. Penny and Leonard use a parenting book to control Sheldon's behavior.",7.4,504,tt6674496,11,5
246,The Proton Regeneration,2017,TV-PG,02 Nov 2017,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steve Holland (teleplay), Andrew Gordon (teleplay), Jeremy Howe (teleplay), Steven Molaro (story), David Goetsch (story), Alex Yonks (story), Adam Faberman (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Sheldon and Wil Wheaton both go head-to-head for the role of the new Professor Proton, Meanwhile Penny takes care of Halley when Bernadette and Howard are on bed rest.",7.4,389,tt6674494,11,6
170,The Hook-up Reverberation,2014,TV-PG,06 Oct 2014,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Eric Kaplan (teleplay), Jim Reynolds (teleplay), Steve Holland (story), Maria Ferrari (story), Tara Hernandez (story), Tara Hernandez (executive story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Emily joins the gang for the first time for one of their regular dinners at Leonard and Sheldon's apartment, she never yet having met either Leonard or Penny. As Emily is a physician, more specifically a dermatologist, Bernadette suggests that Penny try out her pharmaceutical sales techniques on Emily, to which Emily agrees. After the dinner, Penny believes that Emily, for whatever reason, didn't like her on first sight, but she doesn't know what she would have done in such short a period to make Emily dislike her so. At the sales pitch, Penny decides to confront Emily on the issue. Penny finds out that her perception was not incorrect and she finds out the reason for Emily's dislike of her. Penny has to figure out if she can overcome Emily's preconceived notion based on the reason. Meanwhile, Leonard, Sheldon, Howard and Raj are at a rival comic book store, they discussing among other things the fact that Stuart has not yet been able to rebuild his since his insurance moneys are insufficient for him to be able to do so. All four of them think it would be fun to be Stuart's investors, and as such be part owners of Stuart's store. Penny, Amy and Bernadette may have their own thoughts on the matter, as may Stuart and a fifth party.",7.3,1751,tt3811814,8,4
